text_id,attribute_text_id,text,attribute,intext_gender,llm_gender,llm_reasoning,gender_match,indomain_strct,llm_response,attribute_original,attribute_normalized
0,,The only person left outdoors was a teenage boy who was lying flat on his back in a flowerbed outside number four.,,male,,,False,False,original_sentence='The only person left outdoors was a teenage boy who was lying flat on his back in a flowerbed outside number four.' physical_attributes=[],,
1,,"Eyes streaming, he swayed, trying to focus on the street to spot the source of the noise, but he had barely staggered upright when two large purple hands reached through the open window and closed tightly around his throat.",,male,,,False,False,"original_sentence='Eyes streaming, he swayed, trying to focus on the street to spot the source of the noise, but he had barely staggered upright when two large purple hands reached through the open window and closed tightly around his throat.' physical_attributes=[]",,
2,0.0,"For a few seconds they struggled, Harry pulling at his uncle's sausage-like fingers with his left hand, his right maintaining a firm grip on his raised wand; then, as the pain in the top of Harry's head gave a particularly nasty throb, Uncle Vernon yelped and released Harry as though he had received an electric shock.",sausage-like fingers,male,male,"The text refers to 'his uncle's sausage-like fingers', and 'uncle' is commonly associated with male relatives, which supports the gender inference.",True,True,"original_sentence=""For a few seconds they struggled, Harry pulling at his uncle's sausage-like fingers with his left hand, his right maintaining a firm grip on his raised wand; then, as the pain in the top of Harry's head gave a particularly nasty throb, Uncle Vernon yelped and released Harry as though he had received an electric shock."" physical_attributes=[PhysicalAttribute(attribute='sausage-like fingers', gender='male', reasoning=""The text refers to 'his uncle's sausage-like fingers', and 'uncle' is commonly associated with male relatives, which supports the gender inference.""), PhysicalAttribute(attribute='a raised wand', gender='unknown', reasoning=""The attribute 'a raised wand' does not specifically indicate a person or a gender; it is simply referring to the item.""), PhysicalAttribute(attribute=""the top of Harry's head"", gender='male', reasoning=""The text mentions 'Harry', a common male name, and attributes physical features to him, confirming a male gender.""), PhysicalAttribute(attribute='a particularly nasty throb', gender='unknown', reasoning='This description refers to the sensation of pain and does not provide any information about gender.')]",sausage-like fingers,sausage-like fingers
2,0.0,"For a few seconds they struggled, Harry pulling at his uncle's sausage-like fingers with his left hand, his right maintaining a firm grip on his raised wand; then, as the pain in the top of Harry's head gave a particularly nasty throb, Uncle Vernon yelped and released Harry as though he had received an electric shock.",a raised wand,male,unknown,The attribute 'a raised wand' does not specifically indicate a person or a gender; it is simply referring to the item.,False,False,"original_sentence=""For a few seconds they struggled, Harry pulling at his uncle's sausage-like fingers with his left hand, his right maintaining a firm grip on his raised wand; then, as the pain in the top of Harry's head gave a particularly nasty throb, Uncle Vernon yelped and released Harry as though he had received an electric shock."" physical_attributes=[PhysicalAttribute(attribute='sausage-like fingers', gender='male', reasoning=""The text refers to 'his uncle's sausage-like fingers', and 'uncle' is commonly associated with male relatives, which supports the gender inference.""), PhysicalAttribute(attribute='a raised wand', gender='unknown', reasoning=""The attribute 'a raised wand' does not specifically indicate a person or a gender; it is simply referring to the item.""), PhysicalAttribute(attribute=""the top of Harry's head"", gender='male', reasoning=""The text mentions 'Harry', a common male name, and attributes physical features to him, confirming a male gender.""), PhysicalAttribute(attribute='a particularly nasty throb', gender='unknown', reasoning='This description refers to the sensation of pain and does not provide any information about gender.')]",a raised wand,a raised wand
2,0.0,"For a few seconds they struggled, Harry pulling at his uncle's sausage-like fingers with his left hand, his right maintaining a firm grip on his raised wand; then, as the pain in the top of Harry's head gave a particularly nasty throb, Uncle Vernon yelped and released Harry as though he had received an electric shock.",the top of Harry 's head,male,male,"The text mentions 'Harry', a common male name, and attributes physical features to him, confirming a male gender.",True,False,"original_sentence=""For a few seconds they struggled, Harry pulling at his uncle's sausage-like fingers with his left hand, his right maintaining a firm grip on his raised wand; then, as the pain in the top of Harry's head gave a particularly nasty throb, Uncle Vernon yelped and released Harry as though he had received an electric shock."" physical_attributes=[PhysicalAttribute(attribute='sausage-like fingers', gender='male', reasoning=""The text refers to 'his uncle's sausage-like fingers', and 'uncle' is commonly associated with male relatives, which supports the gender inference.""), PhysicalAttribute(attribute='a raised wand', gender='unknown', reasoning=""The attribute 'a raised wand' does not specifically indicate a person or a gender; it is simply referring to the item.""), PhysicalAttribute(attribute=""the top of Harry's head"", gender='male', reasoning=""The text mentions 'Harry', a common male name, and attributes physical features to him, confirming a male gender.""), PhysicalAttribute(attribute='a particularly nasty throb', gender='unknown', reasoning='This description refers to the sensation of pain and does not provide any information about gender.')]",the top of Harry's head,the top of Harry 's head
2,0.0,"For a few seconds they struggled, Harry pulling at his uncle's sausage-like fingers with his left hand, his right maintaining a firm grip on his raised wand; then, as the pain in the top of Harry's head gave a particularly nasty throb, Uncle Vernon yelped and released Harry as though he had received an electric shock.",a particularly nasty throb,male,unknown,This description refers to the sensation of pain and does not provide any information about gender.,False,False,"original_sentence=""For a few seconds they struggled, Harry pulling at his uncle's sausage-like fingers with his left hand, his right maintaining a firm grip on his raised wand; then, as the pain in the top of Harry's head gave a particularly nasty throb, Uncle Vernon yelped and released Harry as though he had received an electric shock."" physical_attributes=[PhysicalAttribute(attribute='sausage-like fingers', gender='male', reasoning=""The text refers to 'his uncle's sausage-like fingers', and 'uncle' is commonly associated with male relatives, which supports the gender inference.""), PhysicalAttribute(attribute='a raised wand', gender='unknown', reasoning=""The attribute 'a raised wand' does not specifically indicate a person or a gender; it is simply referring to the item.""), PhysicalAttribute(attribute=""the top of Harry's head"", gender='male', reasoning=""The text mentions 'Harry', a common male name, and attributes physical features to him, confirming a male gender.""), PhysicalAttribute(attribute='a particularly nasty throb', gender='unknown', reasoning='This description refers to the sensation of pain and does not provide any information about gender.')]",a particularly nasty throb,a particularly nasty throb
3,1.0,"From the little he could see of Dudley's large face, he was wearing a strangely triumphant look.",a large face,male,male,"The name 'Dudley' is commonly associated with males, suggesting that the gender associated with 'a large face' is male.",True,True,"original_sentence=""From the little he could see of Dudley's large face, he was wearing a strangely triumphant look."" physical_attributes=[PhysicalAttribute(attribute='a large face', gender='male', reasoning=""The name 'Dudley' is commonly associated with males, suggesting that the gender associated with 'a large face' is male."")]",a large face,a large face
4,,But his mouth had gone dry.,,male,,,False,False,original_sentence='But his mouth had gone dry.' physical_attributes=[],,
5,,"A second Dementor was crouching low over him, gripping his wrists in its slimy hands, prising them slowly, almost lovingly apart, lowering its hooded head towards Dudley's face as though about to kiss him.",,male,,,False,False,"original_sentence=""A second Dementor was crouching low over him, gripping his wrists in its slimy hands, prising them slowly, almost lovingly apart, lowering its hooded head towards Dudley's face as though about to kiss him."" physical_attributes=[]",,
6,2.0,"He remained on the ground, trembling and ashen-faced, his mouth shut very tight.",a very tight mouth,male,male,"The text uses the pronoun 'his' to refer to the person with the current attribute ('a very tight mouth'), explicitly suggesting the person's gender as male.",True,False,"original_sentence='He remained on the ground, trembling and ashen-faced, his mouth shut very tight.' physical_attributes=[PhysicalAttribute(attribute='ashen-faced', gender='male', reasoning=""The text uses the pronoun 'he' to refer to the person with the current attribute ('ashen-faced'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute='a very tight mouth', gender='male', reasoning=""The text uses the pronoun 'his' to refer to the person with the current attribute ('a very tight mouth'), explicitly suggesting the person's gender as male."")]",a very tight mouth,a very tight mouth
7,3.0,His small eyes were rolling in their sockets and sweat was beading his face; the moment Harry let go of him he swayed dangerously.,small eyes,male,male,"The use of the pronoun 'his' indicates that the person described has the attribute 'small eyes', which implies a male gender.",True,True,"original_sentence='His small eyes were rolling in their sockets and sweat was beading his face; the moment Harry let go of him he swayed dangerously.' physical_attributes=[PhysicalAttribute(attribute='small eyes', gender='male', reasoning=""The use of the pronoun 'his' indicates that the person described has the attribute 'small eyes', which implies a male gender.""), PhysicalAttribute(attribute='sweaty face', gender='male', reasoning=""The use of the pronoun 'his' indicates that the person described has the attribute 'sweaty face', suggesting a male gender."")]",small eyes,small eyes
7,3.0,His small eyes were rolling in their sockets and sweat was beading his face; the moment Harry let go of him he swayed dangerously.,sweaty face,male,male,"The use of the pronoun 'his' indicates that the person described has the attribute 'sweaty face', suggesting a male gender.",True,False,"original_sentence='His small eyes were rolling in their sockets and sweat was beading his face; the moment Harry let go of him he swayed dangerously.' physical_attributes=[PhysicalAttribute(attribute='small eyes', gender='male', reasoning=""The use of the pronoun 'his' indicates that the person described has the attribute 'small eyes', which implies a male gender.""), PhysicalAttribute(attribute='sweaty face', gender='male', reasoning=""The use of the pronoun 'his' indicates that the person described has the attribute 'sweaty face', suggesting a male gender."")]",sweaty face,sweaty face
