text_id,attribute_text_id,text,attribute,intext_gender,llm_gender,llm_reasoning,gender_match,indomain_strct,llm_response,attribute_original,attribute_normalized
0,,"""Lying there with their eyes wide open!",,unknown,,,False,False,original_sentence='Lying there with their eyes wide open!' physical_attributes=[],,
1,,"Frank had come back from the war with a very stiff leg and a great dislike of crowds and loud noises, and had been working for the Riddles ever since.",,unknown,,,False,False,"original_sentence='Frank had come back from the war with a very stiff leg and a great dislike of crowds and loud noises, and had been working for the Riddles ever since.' physical_attributes=[]",,
3,1.0,"He was wearing a long black cloak, and there was a bald patch at the back of his head.",a bald patch at the back of the head,male,male,"The text uses the pronoun 'his' to refer to the person with the current attribute ('a bald patch at the back of the head'), explicitly suggesting the person's gender as male.",True,False,"original_sentence='He was wearing a long black cloak, and there was a bald patch at the back of his head.' physical_attributes=[PhysicalAttribute(attribute='a bald patch at the back of the head', gender='male', reasoning=""The text uses the pronoun 'his' to refer to the person with the current attribute ('a bald patch at the back of the head'), explicitly suggesting the person's gender as male."")]",a bald patch at the back of the head,a bald patch at the back of the head
4,,"""You...you..."" Wormtail's voice suddenly sounded hoarse, as though his mouth had gone very dry.",,male,,,False,False,"original_sentence='""You...you..."" Wormtail\'s voice suddenly sounded hoarse, as though his mouth had gone very dry.' physical_attributes=[]",,
5,,"Horrified, transfixed, Frank stared as its undulating body cut a wide, curving track through the thick dust on the floor, coming closer and closer -- What was he to do?",,male,,,False,False,"original_sentence='Horrified, transfixed, Frank stared as its undulating body cut a wide, curving track through the thick dust on the floor, coming closer and closer -- What was he to do?' physical_attributes=[]",,
6,2.0,"A short, balding man with graying hair, a pointed nose, and small, watery eyes stood before Frank, a mixture of fear and alarm in his face.",graying hair,male,male,"The hair is described in relation to a 'man', suggesting that this description refers to a male individual.",True,False,"original_sentence='A short, balding man with graying hair, a pointed nose, and small, watery eyes stood before Frank, a mixture of fear and alarm in his face.' physical_attributes=[PhysicalAttribute(attribute='a short man', gender='male', reasoning=""The description 'a short man' uses the pronoun 'man' which explicitly indicates that the gender is male.""), PhysicalAttribute(attribute='a balding man', gender='male', reasoning=""The description 'a balding man' explicitly indicates that the gender is male with the use of the word 'man'.""), PhysicalAttribute(attribute='graying hair', gender='male', reasoning=""The hair is described in relation to a 'man', suggesting that this description refers to a male individual.""), PhysicalAttribute(attribute='a pointed nose', gender='male', reasoning=""The nose is described in relation to a 'man', suggesting that this description refers to a male individual.""), PhysicalAttribute(attribute='small, watery eyes', gender='male', reasoning=""The eyes are described in relation to a 'man', suggesting that this description refers to a male individual."")]",graying hair,graying hair
6,2.0,"A short, balding man with graying hair, a pointed nose, and small, watery eyes stood before Frank, a mixture of fear and alarm in his face.","small , watery eyes",male,male,"The eyes are described in relation to a 'man', suggesting that this description refers to a male individual.",True,False,"original_sentence='A short, balding man with graying hair, a pointed nose, and small, watery eyes stood before Frank, a mixture of fear and alarm in his face.' physical_attributes=[PhysicalAttribute(attribute='a short man', gender='male', reasoning=""The description 'a short man' uses the pronoun 'man' which explicitly indicates that the gender is male.""), PhysicalAttribute(attribute='a balding man', gender='male', reasoning=""The description 'a balding man' explicitly indicates that the gender is male with the use of the word 'man'.""), PhysicalAttribute(attribute='graying hair', gender='male', reasoning=""The hair is described in relation to a 'man', suggesting that this description refers to a male individual.""), PhysicalAttribute(attribute='a pointed nose', gender='male', reasoning=""The nose is described in relation to a 'man', suggesting that this description refers to a male individual.""), PhysicalAttribute(attribute='small, watery eyes', gender='male', reasoning=""The eyes are described in relation to a 'man', suggesting that this description refers to a male individual."")]","small, watery eyes","small , watery eyes"
7,,"CHAPTER TWO - THE SCAR 　　Harry lay flat on his back, breathing hard as though he had been running.",,male,,,False,False,"original_sentence='CHAPTER TWO - THE SCAR \u3000\u3000Harry lay flat on his back, breathing hard as though he had been running.' physical_attributes=[]",,
8,3.0,"A skinny boy of fourteen looked back at him, his bright green eyes puzzled under his untidy black hair.",bright green eyes,male,male,"The attribute is used to describe 'his' eyes, identifying the person being discussed as male.",True,False,"original_sentence='A skinny boy of fourteen looked back at him, his bright green eyes puzzled under his untidy black hair.' physical_attributes=[PhysicalAttribute(attribute='a skinny boy', gender='male', reasoning=""The use of 'boy' explicitly indicates the gender as male.""), PhysicalAttribute(attribute='bright green eyes', gender='male', reasoning=""The attribute is used to describe 'his' eyes, identifying the person being discussed as male.""), PhysicalAttribute(attribute='untidy black hair', gender='male', reasoning=""The attribute is used to describe 'his' hair, identifying the person being discussed as male."")]",bright green eyes,bright green eyes
8,3.0,"A skinny boy of fourteen looked back at him, his bright green eyes puzzled under his untidy black hair.",untidy black hair,male,male,"The attribute is used to describe 'his' hair, identifying the person being discussed as male.",True,False,"original_sentence='A skinny boy of fourteen looked back at him, his bright green eyes puzzled under his untidy black hair.' physical_attributes=[PhysicalAttribute(attribute='a skinny boy', gender='male', reasoning=""The use of 'boy' explicitly indicates the gender as male.""), PhysicalAttribute(attribute='bright green eyes', gender='male', reasoning=""The attribute is used to describe 'his' eyes, identifying the person being discussed as male.""), PhysicalAttribute(attribute='untidy black hair', gender='male', reasoning=""The attribute is used to describe 'his' hair, identifying the person being discussed as male."")]",untidy black hair,untidy black hair
