text_id,attribute_text_id,text,attribute,intext_gender,llm_gender,llm_reasoning,gender_match,indomain_strct,llm_response,attribute_original,attribute_normalized
0,0.0,"He was a big, beefy man with hardly any neck, although he did have a very large mustache.",hardly any neck,male,male,"The term 'man' is explicitly mentioned, indicating the person's gender as male.",True,False,"original_sentence='He was a big, beefy man with hardly any neck, although he did have a very large mustache.' physical_attributes=[PhysicalAttribute(attribute='a big man', gender='male', reasoning=""The term 'man' is explicitly mentioned, indicating the person's gender as male.""), PhysicalAttribute(attribute='a beefy man', gender='male', reasoning=""The term 'man' is explicitly mentioned, indicating the person's gender as male.""), PhysicalAttribute(attribute='hardly any neck', gender='male', reasoning=""The term 'man' is explicitly mentioned, indicating the person's gender as male.""), PhysicalAttribute(attribute='a very large mustache', gender='male', reasoning=""The term 'man' is explicitly mentioned, indicating the person's gender as male."")]",hardly any neck,hardly any neck
0,0.0,"He was a big, beefy man with hardly any neck, although he did have a very large mustache.",a very large mustache,male,male,"The term 'man' is explicitly mentioned, indicating the person's gender as male.",True,False,"original_sentence='He was a big, beefy man with hardly any neck, although he did have a very large mustache.' physical_attributes=[PhysicalAttribute(attribute='a big man', gender='male', reasoning=""The term 'man' is explicitly mentioned, indicating the person's gender as male.""), PhysicalAttribute(attribute='a beefy man', gender='male', reasoning=""The term 'man' is explicitly mentioned, indicating the person's gender as male.""), PhysicalAttribute(attribute='hardly any neck', gender='male', reasoning=""The term 'man' is explicitly mentioned, indicating the person's gender as male.""), PhysicalAttribute(attribute='a very large mustache', gender='male', reasoning=""The term 'man' is explicitly mentioned, indicating the person's gender as male."")]",a very large mustache,a very large mustache
1,1.0,"On the contrary, his face split into a wide smile and he said in a squeaky voice that made passersby stare, ""Don't be sorry, my dear sir, for nothing could upset me today!",a wide smile,male,male,"The text uses the pronoun 'his' to refer to the person with the current attribute ('a wide smile'), explicitly suggesting the person's gender as male.",True,True,"original_sentence='On the contrary, his face split into a wide smile and he said in a squeaky voice that made passersby stare, ""Don\'t be sorry, my dear sir, for nothing could upset me today!' physical_attributes=[PhysicalAttribute(attribute='a wide smile', gender='male', reasoning=""The text uses the pronoun 'his' to refer to the person with the current attribute ('a wide smile'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute='a squeaky voice', gender='male', reasoning=""The text uses the pronoun 'he' to refer to the person with the current attribute ('a squeaky voice'), explicitly suggesting the person's gender as male."")]",a wide smile,a wide smile
1,1.0,"On the contrary, his face split into a wide smile and he said in a squeaky voice that made passersby stare, ""Don't be sorry, my dear sir, for nothing could upset me today!",a squeaky voice,male,male,"The text uses the pronoun 'he' to refer to the person with the current attribute ('a squeaky voice'), explicitly suggesting the person's gender as male.",True,True,"original_sentence='On the contrary, his face split into a wide smile and he said in a squeaky voice that made passersby stare, ""Don\'t be sorry, my dear sir, for nothing could upset me today!' physical_attributes=[PhysicalAttribute(attribute='a wide smile', gender='male', reasoning=""The text uses the pronoun 'his' to refer to the person with the current attribute ('a wide smile'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute='a squeaky voice', gender='male', reasoning=""The text uses the pronoun 'he' to refer to the person with the current attribute ('a squeaky voice'), explicitly suggesting the person's gender as male."")]",a squeaky voice,a squeaky voice
2,2.0,"He was tall, thin, and very old, judging by the silver of his hair and beard, which were both long enough to tuck into his belt.",tall stature,male,male,"The text uses 'He' to refer to the person with the current attribute of 'tall stature', explicitly indicating a male.",True,True,"original_sentence='He was tall, thin, and very old, judging by the silver of his hair and beard, which were both long enough to tuck into his belt.' physical_attributes=[PhysicalAttribute(attribute='tall stature', gender='male', reasoning=""The text uses 'He' to refer to the person with the current attribute of 'tall stature', explicitly indicating a male.""), PhysicalAttribute(attribute='thin physique', gender='male', reasoning=""The text uses 'He' to refer to the person with the current attribute of 'thin physique', explicitly indicating a male.""), PhysicalAttribute(attribute='silver hair', gender='male', reasoning=""The text uses 'his' to refer to the person with the attribute 'silver hair', indicating a male.""), PhysicalAttribute(attribute='a long beard', gender='male', reasoning=""The text uses 'his' to refer to the person with the attribute 'a long beard', indicating a male."")]",tall stature,tall stature
2,2.0,"He was tall, thin, and very old, judging by the silver of his hair and beard, which were both long enough to tuck into his belt.",thin physique,male,male,"The text uses 'He' to refer to the person with the current attribute of 'thin physique', explicitly indicating a male.",True,True,"original_sentence='He was tall, thin, and very old, judging by the silver of his hair and beard, which were both long enough to tuck into his belt.' physical_attributes=[PhysicalAttribute(attribute='tall stature', gender='male', reasoning=""The text uses 'He' to refer to the person with the current attribute of 'tall stature', explicitly indicating a male.""), PhysicalAttribute(attribute='thin physique', gender='male', reasoning=""The text uses 'He' to refer to the person with the current attribute of 'thin physique', explicitly indicating a male.""), PhysicalAttribute(attribute='silver hair', gender='male', reasoning=""The text uses 'his' to refer to the person with the attribute 'silver hair', indicating a male.""), PhysicalAttribute(attribute='a long beard', gender='male', reasoning=""The text uses 'his' to refer to the person with the attribute 'a long beard', indicating a male."")]",thin physique,thin physique
2,2.0,"He was tall, thin, and very old, judging by the silver of his hair and beard, which were both long enough to tuck into his belt.",silver hair,male,male,"The text uses 'his' to refer to the person with the attribute 'silver hair', indicating a male.",True,False,"original_sentence='He was tall, thin, and very old, judging by the silver of his hair and beard, which were both long enough to tuck into his belt.' physical_attributes=[PhysicalAttribute(attribute='tall stature', gender='male', reasoning=""The text uses 'He' to refer to the person with the current attribute of 'tall stature', explicitly indicating a male.""), PhysicalAttribute(attribute='thin physique', gender='male', reasoning=""The text uses 'He' to refer to the person with the current attribute of 'thin physique', explicitly indicating a male.""), PhysicalAttribute(attribute='silver hair', gender='male', reasoning=""The text uses 'his' to refer to the person with the attribute 'silver hair', indicating a male.""), PhysicalAttribute(attribute='a long beard', gender='male', reasoning=""The text uses 'his' to refer to the person with the attribute 'a long beard', indicating a male."")]",silver hair,silver hair
2,2.0,"He was tall, thin, and very old, judging by the silver of his hair and beard, which were both long enough to tuck into his belt.",a long beard,male,male,"The text uses 'his' to refer to the person with the attribute 'a long beard', indicating a male.",True,True,"original_sentence='He was tall, thin, and very old, judging by the silver of his hair and beard, which were both long enough to tuck into his belt.' physical_attributes=[PhysicalAttribute(attribute='tall stature', gender='male', reasoning=""The text uses 'He' to refer to the person with the current attribute of 'tall stature', explicitly indicating a male.""), PhysicalAttribute(attribute='thin physique', gender='male', reasoning=""The text uses 'He' to refer to the person with the current attribute of 'thin physique', explicitly indicating a male.""), PhysicalAttribute(attribute='silver hair', gender='male', reasoning=""The text uses 'his' to refer to the person with the attribute 'silver hair', indicating a male.""), PhysicalAttribute(attribute='a long beard', gender='male', reasoning=""The text uses 'his' to refer to the person with the attribute 'a long beard', indicating a male."")]",a long beard,a long beard
3,3.0,"His blue eyes were light, bright, and sparkling behind half-moon spectacles and his nose was very long and crooked, as though it had been broken at least twice.",light blue eyes,male,male,"The attribute is described with the pronoun 'his', which directly refers to the person with 'light blue eyes', indicating a male.",True,False,"original_sentence='His blue eyes were light, bright, and sparkling behind half-moon spectacles and his nose was very long and crooked, as though it had been broken at least twice.' physical_attributes=[PhysicalAttribute(attribute='light blue eyes', gender='male', reasoning=""The attribute is described with the pronoun 'his', which directly refers to the person with 'light blue eyes', indicating a male.""), PhysicalAttribute(attribute='bright blue eyes', gender='male', reasoning=""The attribute is described with the pronoun 'his', which directly refers to the person with 'bright blue eyes', indicating a male.""), PhysicalAttribute(attribute='sparkling blue eyes', gender='male', reasoning=""The attribute is described with the pronoun 'his', which directly refers to the person with 'sparkling blue eyes', indicating a male.""), PhysicalAttribute(attribute='a long nose', gender='male', reasoning=""The attribute is described with the pronoun 'his', which refers to the person with 'a long nose', indicating a male.""), PhysicalAttribute(attribute='a crooked nose', gender='male', reasoning=""The attribute is described with the pronoun 'his', which refers to the person with 'a crooked nose', indicating a male."")]",light blue eyes,light blue eyes
3,3.0,"His blue eyes were light, bright, and sparkling behind half-moon spectacles and his nose was very long and crooked, as though it had been broken at least twice.",bright blue eyes,male,male,"The attribute is described with the pronoun 'his', which directly refers to the person with 'bright blue eyes', indicating a male.",True,False,"original_sentence='His blue eyes were light, bright, and sparkling behind half-moon spectacles and his nose was very long and crooked, as though it had been broken at least twice.' physical_attributes=[PhysicalAttribute(attribute='light blue eyes', gender='male', reasoning=""The attribute is described with the pronoun 'his', which directly refers to the person with 'light blue eyes', indicating a male.""), PhysicalAttribute(attribute='bright blue eyes', gender='male', reasoning=""The attribute is described with the pronoun 'his', which directly refers to the person with 'bright blue eyes', indicating a male.""), PhysicalAttribute(attribute='sparkling blue eyes', gender='male', reasoning=""The attribute is described with the pronoun 'his', which directly refers to the person with 'sparkling blue eyes', indicating a male.""), PhysicalAttribute(attribute='a long nose', gender='male', reasoning=""The attribute is described with the pronoun 'his', which refers to the person with 'a long nose', indicating a male.""), PhysicalAttribute(attribute='a crooked nose', gender='male', reasoning=""The attribute is described with the pronoun 'his', which refers to the person with 'a crooked nose', indicating a male."")]",bright blue eyes,bright blue eyes
