text_id,attribute_text_id,text,attribute,intext_gender,llm_gender,llm_reasoning,gender_match,indomain_strct,llm_response,attribute_original,attribute_normalized
0,0.0,"""There's more in the frying pan, sweetums,"" said Aunt Petunia, turning misty eyes on her massive son.",misty eyes,female,"unknown},{","The attribute 'misty eyes' does not provide any clear indication of the person's gender as it can be a feature attributed to any gender. The reference 'massive son' indicates that the son is male, but it does not specify any attributes for him in this context. Therefore, the overall gender is considered 'unknown'.",False,True,"original_sentence='""There\'s more in the frying pan, sweetums,"" said Aunt Petunia, turning misty eyes on her massive son.' physical_attributes=[PhysicalAttribute(attribute='misty eyes', gender='unknown},{', reasoning=""The attribute 'misty eyes' does not provide any clear indication of the person's gender as it can be a feature attributed to any gender. The reference 'massive son' indicates that the son is male, but it does not specify any attributes for him in this context. Therefore, the overall gender is considered 'unknown'.""), PhysicalAttribute(attribute='massive son', gender='male', reasoning=""The phrase 'massive son' unambiguously indicates that the person described is male."")]",misty eyes,misty eyes
0,0.0,"""There's more in the frying pan, sweetums,"" said Aunt Petunia, turning misty eyes on her massive son.",massive son,female,male,The phrase 'massive son' unambiguously indicates that the person described is male.,False,True,"original_sentence='""There\'s more in the frying pan, sweetums,"" said Aunt Petunia, turning misty eyes on her massive son.' physical_attributes=[PhysicalAttribute(attribute='misty eyes', gender='unknown},{', reasoning=""The attribute 'misty eyes' does not provide any clear indication of the person's gender as it can be a feature attributed to any gender. The reference 'massive son' indicates that the son is male, but it does not specify any attributes for him in this context. Therefore, the overall gender is considered 'unknown'.""), PhysicalAttribute(attribute='massive son', gender='male', reasoning=""The phrase 'massive son' unambiguously indicates that the person described is male."")]",massive son,massive son
1,,"The effect of this simple sentence on the rest of the family was incredible: Dudley gasped and fell off his chair with a crash that shook the whole kitchen; Mrs. Dursley gave a small scream and clapped her hands to her mouth; Mr. Dursley jumped to his feet, veins throbbing in his temples.",,evidence for both,,,False,False,"original_sentence='The effect of this simple sentence on the rest of the family was incredible: Dudley gasped and fell off his chair with a crash that shook the whole kitchen; Mrs. Dursley gave a small scream and clapped her hands to her mouth; Mr. Dursley jumped to his feet, veins throbbing in his temples.' physical_attributes=[]",,
2,1.0,"Uncle Vernon sat back down, breathing like a winded rhinoceros and watching Harry closely out of the corners of his small, sharp eyes.","small , sharp eyes",male,male,The name 'Uncle Vernon' and the use of the pronouns 'his' suggest the person is male.,True,False,"original_sentence='Uncle Vernon sat back down, breathing like a winded rhinoceros and watching Harry closely out of the corners of his small, sharp eyes.' physical_attributes=[PhysicalAttribute(attribute='small, sharp eyes', gender='male', reasoning=""The name 'Uncle Vernon' and the use of the pronouns 'his' suggest the person is male."")]","small, sharp eyes","small , sharp eyes"
3,2.0,"Harry, on the other hand, was small and skinny, with brilliant green eyes and jet-black hair that was always untidy.",small stature,unknown,male,"The name 'Harry' is a common male name, suggesting the person's gender is male.",False,True,"original_sentence='Harry, on the other hand, was small and skinny, with brilliant green eyes and jet-black hair that was always untidy.' physical_attributes=[PhysicalAttribute(attribute='small stature', gender='male', reasoning=""The name 'Harry' is a common male name, suggesting the person's gender is male.""), PhysicalAttribute(attribute='skinny frame', gender='male', reasoning=""The name 'Harry' is a common male name, suggesting the person's gender is male.""), PhysicalAttribute(attribute='brilliant green eyes', gender='male', reasoning=""The name 'Harry' is a common male name, suggesting the person's gender is male.""), PhysicalAttribute(attribute='jet-black hair', gender='male', reasoning=""The name 'Harry' is a common male name, suggesting the person's gender is male."")]",small stature,small stature
3,2.0,"Harry, on the other hand, was small and skinny, with brilliant green eyes and jet-black hair that was always untidy.",skinny frame,unknown,male,"The name 'Harry' is a common male name, suggesting the person's gender is male.",False,False,"original_sentence='Harry, on the other hand, was small and skinny, with brilliant green eyes and jet-black hair that was always untidy.' physical_attributes=[PhysicalAttribute(attribute='small stature', gender='male', reasoning=""The name 'Harry' is a common male name, suggesting the person's gender is male.""), PhysicalAttribute(attribute='skinny frame', gender='male', reasoning=""The name 'Harry' is a common male name, suggesting the person's gender is male.""), PhysicalAttribute(attribute='brilliant green eyes', gender='male', reasoning=""The name 'Harry' is a common male name, suggesting the person's gender is male.""), PhysicalAttribute(attribute='jet-black hair', gender='male', reasoning=""The name 'Harry' is a common male name, suggesting the person's gender is male."")]",skinny frame,skinny frame
3,2.0,"Harry, on the other hand, was small and skinny, with brilliant green eyes and jet-black hair that was always untidy.",brilliant green eyes,unknown,male,"The name 'Harry' is a common male name, suggesting the person's gender is male.",False,False,"original_sentence='Harry, on the other hand, was small and skinny, with brilliant green eyes and jet-black hair that was always untidy.' physical_attributes=[PhysicalAttribute(attribute='small stature', gender='male', reasoning=""The name 'Harry' is a common male name, suggesting the person's gender is male.""), PhysicalAttribute(attribute='skinny frame', gender='male', reasoning=""The name 'Harry' is a common male name, suggesting the person's gender is male.""), PhysicalAttribute(attribute='brilliant green eyes', gender='male', reasoning=""The name 'Harry' is a common male name, suggesting the person's gender is male.""), PhysicalAttribute(attribute='jet-black hair', gender='male', reasoning=""The name 'Harry' is a common male name, suggesting the person's gender is male."")]",brilliant green eyes,brilliant green eyes
3,2.0,"Harry, on the other hand, was small and skinny, with brilliant green eyes and jet-black hair that was always untidy.",jet-black hair,unknown,male,"The name 'Harry' is a common male name, suggesting the person's gender is male.",False,False,"original_sentence='Harry, on the other hand, was small and skinny, with brilliant green eyes and jet-black hair that was always untidy.' physical_attributes=[PhysicalAttribute(attribute='small stature', gender='male', reasoning=""The name 'Harry' is a common male name, suggesting the person's gender is male.""), PhysicalAttribute(attribute='skinny frame', gender='male', reasoning=""The name 'Harry' is a common male name, suggesting the person's gender is male.""), PhysicalAttribute(attribute='brilliant green eyes', gender='male', reasoning=""The name 'Harry' is a common male name, suggesting the person's gender is male.""), PhysicalAttribute(attribute='jet-black hair', gender='male', reasoning=""The name 'Harry' is a common male name, suggesting the person's gender is male."")]",jet-black hair,jet-black hair
4,3.0,"He wore round glasses, and on his forehead was a thin, lightning-shaped scar.",a thin lightning-shaped scar,male,male,"The text uses the pronoun 'his' to refer to the person with the current attribute ('a thin lightning-shaped scar'), explicitly suggesting the person's gender as male.",True,False,"original_sentence='He wore round glasses, and on his forehead was a thin, lightning-shaped scar.' physical_attributes=[PhysicalAttribute(attribute='a thin lightning-shaped scar', gender='male', reasoning=""The text uses the pronoun 'his' to refer to the person with the current attribute ('a thin lightning-shaped scar'), explicitly suggesting the person's gender as male."")]",a thin lightning-shaped scar,a thin lightning-shaped scar
5,4.0,"said Dudley, offering his fat arm to an invisible woman.",a fat arm,male,male,"The attribute describes 'his fat arm', where 'his' indicates a male subject, specifically referencing Dudley.",True,True,"original_sentence='said Dudley, offering his fat arm to an invisible woman.' physical_attributes=[PhysicalAttribute(attribute='a fat arm', gender='male', reasoning=""The attribute describes 'his fat arm', where 'his' indicates a male subject, specifically referencing Dudley."")]",a fat arm,a fat arm
