text_id,attribute_text_id,text,attribute,intext_gender,llm_gender,llm_reasoning,gender_match,indomain_strct,llm_response,attribute_original,attribute_normalized
0,,"""Difficult to know where to begin,"" muttered Fudge, pulling up the chair, sitting down, and placing his green bowler upon his knees.",,male,,,False,False,"original_sentence='""Difficult to know where to begin,"" muttered Fudge, pulling up the chair, sitting down, and placing his green bowler upon his knees.' physical_attributes=[]",,
1,0.0,"There were streaks of gray in his mane of tawny hair and his bushy eyebrows; he had keen yellowish eyes behind a pair of wire-rimmed spectacles and a certain rangy, loping grace even though he walked with a slight limp.",a mane of tawny hair,male,male,"The text uses the pronoun 'his' to describe the person with the current attribute ('a mane of tawny hair'), explicitly suggesting the person's gender as male.",True,False,"original_sentence='There were streaks of gray in his mane of tawny hair and his bushy eyebrows; he had keen yellowish eyes behind a pair of wire-rimmed spectacles and a certain rangy, loping grace even though he walked with a slight limp.' physical_attributes=[PhysicalAttribute(attribute='a mane of tawny hair', gender='male', reasoning=""The text uses the pronoun 'his' to describe the person with the current attribute ('a mane of tawny hair'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute='bushy eyebrows', gender='male', reasoning=""The text uses the pronoun 'his' to describe the person with the current attribute ('bushy eyebrows'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute='keen yellowish eyes', gender='male', reasoning=""The text uses the pronoun 'he' to attribute these eyes to the subject, indicating the person is male.""), PhysicalAttribute(attribute='a rangy, loping grace', gender='male', reasoning=""The text uses the pronoun 'he' to describe the subject with this attribute, further indicating the person's gender as male.""), PhysicalAttribute(attribute='a slight limp', gender='male', reasoning=""The text uses 'he' when referencing the limp, signifying that the gender associated with this attribute is male."")]",a mane of tawny hair,a mane of tawny hair
1,0.0,"There were streaks of gray in his mane of tawny hair and his bushy eyebrows; he had keen yellowish eyes behind a pair of wire-rimmed spectacles and a certain rangy, loping grace even though he walked with a slight limp.",bushy eyebrows,male,male,"The text uses the pronoun 'his' to describe the person with the current attribute ('bushy eyebrows'), explicitly suggesting the person's gender as male.",True,False,"original_sentence='There were streaks of gray in his mane of tawny hair and his bushy eyebrows; he had keen yellowish eyes behind a pair of wire-rimmed spectacles and a certain rangy, loping grace even though he walked with a slight limp.' physical_attributes=[PhysicalAttribute(attribute='a mane of tawny hair', gender='male', reasoning=""The text uses the pronoun 'his' to describe the person with the current attribute ('a mane of tawny hair'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute='bushy eyebrows', gender='male', reasoning=""The text uses the pronoun 'his' to describe the person with the current attribute ('bushy eyebrows'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute='keen yellowish eyes', gender='male', reasoning=""The text uses the pronoun 'he' to attribute these eyes to the subject, indicating the person is male.""), PhysicalAttribute(attribute='a rangy, loping grace', gender='male', reasoning=""The text uses the pronoun 'he' to describe the subject with this attribute, further indicating the person's gender as male.""), PhysicalAttribute(attribute='a slight limp', gender='male', reasoning=""The text uses 'he' when referencing the limp, signifying that the gender associated with this attribute is male."")]",bushy eyebrows,bushy eyebrows
1,0.0,"There were streaks of gray in his mane of tawny hair and his bushy eyebrows; he had keen yellowish eyes behind a pair of wire-rimmed spectacles and a certain rangy, loping grace even though he walked with a slight limp.",keen yellowish eyes,male,male,"The text uses the pronoun 'he' to attribute these eyes to the subject, indicating the person is male.",True,False,"original_sentence='There were streaks of gray in his mane of tawny hair and his bushy eyebrows; he had keen yellowish eyes behind a pair of wire-rimmed spectacles and a certain rangy, loping grace even though he walked with a slight limp.' physical_attributes=[PhysicalAttribute(attribute='a mane of tawny hair', gender='male', reasoning=""The text uses the pronoun 'his' to describe the person with the current attribute ('a mane of tawny hair'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute='bushy eyebrows', gender='male', reasoning=""The text uses the pronoun 'his' to describe the person with the current attribute ('bushy eyebrows'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute='keen yellowish eyes', gender='male', reasoning=""The text uses the pronoun 'he' to attribute these eyes to the subject, indicating the person is male.""), PhysicalAttribute(attribute='a rangy, loping grace', gender='male', reasoning=""The text uses the pronoun 'he' to describe the subject with this attribute, further indicating the person's gender as male.""), PhysicalAttribute(attribute='a slight limp', gender='male', reasoning=""The text uses 'he' when referencing the limp, signifying that the gender associated with this attribute is male."")]",keen yellowish eyes,keen yellowish eyes
1,0.0,"There were streaks of gray in his mane of tawny hair and his bushy eyebrows; he had keen yellowish eyes behind a pair of wire-rimmed spectacles and a certain rangy, loping grace even though he walked with a slight limp.","a rangy , loping grace",male,male,"The text uses the pronoun 'he' to describe the subject with this attribute, further indicating the person's gender as male.",True,False,"original_sentence='There were streaks of gray in his mane of tawny hair and his bushy eyebrows; he had keen yellowish eyes behind a pair of wire-rimmed spectacles and a certain rangy, loping grace even though he walked with a slight limp.' physical_attributes=[PhysicalAttribute(attribute='a mane of tawny hair', gender='male', reasoning=""The text uses the pronoun 'his' to describe the person with the current attribute ('a mane of tawny hair'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute='bushy eyebrows', gender='male', reasoning=""The text uses the pronoun 'his' to describe the person with the current attribute ('bushy eyebrows'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute='keen yellowish eyes', gender='male', reasoning=""The text uses the pronoun 'he' to attribute these eyes to the subject, indicating the person is male.""), PhysicalAttribute(attribute='a rangy, loping grace', gender='male', reasoning=""The text uses the pronoun 'he' to describe the subject with this attribute, further indicating the person's gender as male.""), PhysicalAttribute(attribute='a slight limp', gender='male', reasoning=""The text uses 'he' when referencing the limp, signifying that the gender associated with this attribute is male."")]","a rangy, loping grace","a rangy , loping grace"
1,0.0,"There were streaks of gray in his mane of tawny hair and his bushy eyebrows; he had keen yellowish eyes behind a pair of wire-rimmed spectacles and a certain rangy, loping grace even though he walked with a slight limp.",a slight limp,male,male,"The text uses 'he' when referencing the limp, signifying that the gender associated with this attribute is male.",True,True,"original_sentence='There were streaks of gray in his mane of tawny hair and his bushy eyebrows; he had keen yellowish eyes behind a pair of wire-rimmed spectacles and a certain rangy, loping grace even though he walked with a slight limp.' physical_attributes=[PhysicalAttribute(attribute='a mane of tawny hair', gender='male', reasoning=""The text uses the pronoun 'his' to describe the person with the current attribute ('a mane of tawny hair'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute='bushy eyebrows', gender='male', reasoning=""The text uses the pronoun 'his' to describe the person with the current attribute ('bushy eyebrows'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute='keen yellowish eyes', gender='male', reasoning=""The text uses the pronoun 'he' to attribute these eyes to the subject, indicating the person is male.""), PhysicalAttribute(attribute='a rangy, loping grace', gender='male', reasoning=""The text uses the pronoun 'he' to describe the subject with this attribute, further indicating the person's gender as male.""), PhysicalAttribute(attribute='a slight limp', gender='male', reasoning=""The text uses 'he' when referencing the limp, signifying that the gender associated with this attribute is male."")]",a slight limp,a slight limp
2,1.0,"But then, with a very faint pop, a slim, hooded figure appeared out of thin air on the edge of the river.",a slim figure,unknown,unknown,"The text describes 'a slim figure' but provides no additional context or gender clues, making it impossible to determine gender from this attribute.",True,True,"original_sentence='But then, with a very faint pop, a slim, hooded figure appeared out of thin air on the edge of the river.' physical_attributes=[PhysicalAttribute(attribute='a slim figure', gender='unknown', reasoning=""The text describes 'a slim figure' but provides no additional context or gender clues, making it impossible to determine gender from this attribute.""), PhysicalAttribute(attribute='a hooded figure', gender='unknown', reasoning=""The text mentions 'a hooded figure', which does not provide any physical attributes that indicate gender, hence the gender remains unknown."")]",a slim figure,a slim figure
2,1.0,"But then, with a very faint pop, a slim, hooded figure appeared out of thin air on the edge of the river.",a hooded figure,unknown,unknown,"The text mentions 'a hooded figure', which does not provide any physical attributes that indicate gender, hence the gender remains unknown.",True,True,"original_sentence='But then, with a very faint pop, a slim, hooded figure appeared out of thin air on the edge of the river.' physical_attributes=[PhysicalAttribute(attribute='a slim figure', gender='unknown', reasoning=""The text describes 'a slim figure' but provides no additional context or gender clues, making it impossible to determine gender from this attribute.""), PhysicalAttribute(attribute='a hooded figure', gender='unknown', reasoning=""The text mentions 'a hooded figure', which does not provide any physical attributes that indicate gender, hence the gender remains unknown."")]",a hooded figure,a hooded figure
3,,"With a second and louder pop, another hooded figure materialized.",,unknown,,,False,False,"original_sentence='With a second and louder pop, another hooded figure materialized.' physical_attributes=[]",,
4,2.0,"A sliver of a man could be seen looking out at them, a man with long black hair parted in curtains around a sallow face and black eyes.",long black hair,unknown,male,"The text explicitly uses the word 'man', indicating the gender.",False,False,"original_sentence='A sliver of a man could be seen looking out at them, a man with long black hair parted in curtains around a sallow face and black eyes.' physical_attributes=[PhysicalAttribute(attribute='long black hair', gender='male', reasoning=""The text explicitly uses the word 'man', indicating the gender.""), PhysicalAttribute(attribute='a sallow face', gender='male', reasoning=""The text explicitly uses the word 'man', indicating the gender.""), PhysicalAttribute(attribute='black eyes', gender='male', reasoning=""The text explicitly uses the word 'man', indicating the gender."")]",long black hair,long black hair
4,2.0,"A sliver of a man could be seen looking out at them, a man with long black hair parted in curtains around a sallow face and black eyes.",a sallow face,unknown,male,"The text explicitly uses the word 'man', indicating the gender.",False,True,"original_sentence='A sliver of a man could be seen looking out at them, a man with long black hair parted in curtains around a sallow face and black eyes.' physical_attributes=[PhysicalAttribute(attribute='long black hair', gender='male', reasoning=""The text explicitly uses the word 'man', indicating the gender.""), PhysicalAttribute(attribute='a sallow face', gender='male', reasoning=""The text explicitly uses the word 'man', indicating the gender.""), PhysicalAttribute(attribute='black eyes', gender='male', reasoning=""The text explicitly uses the word 'man', indicating the gender."")]",a sallow face,a sallow face
4,2.0,"A sliver of a man could be seen looking out at them, a man with long black hair parted in curtains around a sallow face and black eyes.",black eyes,unknown,male,"The text explicitly uses the word 'man', indicating the gender.",False,True,"original_sentence='A sliver of a man could be seen looking out at them, a man with long black hair parted in curtains around a sallow face and black eyes.' physical_attributes=[PhysicalAttribute(attribute='long black hair', gender='male', reasoning=""The text explicitly uses the word 'man', indicating the gender.""), PhysicalAttribute(attribute='a sallow face', gender='male', reasoning=""The text explicitly uses the word 'man', indicating the gender.""), PhysicalAttribute(attribute='black eyes', gender='male', reasoning=""The text explicitly uses the word 'man', indicating the gender."")]",black eyes,black eyes
5,3.0,She was so pale that she seemed to shine in the darkness; the long blonde hair streaming down her back gave her the look of a drowned person.,pale skin,female,female,"The text uses the pronoun 'she' to refer to the person with the current attribute ('pale skin'), explicitly suggesting the person's gender as female.",True,False,"original_sentence='She was so pale that she seemed to shine in the darkness; the long blonde hair streaming down her back gave her the look of a drowned person.' physical_attributes=[PhysicalAttribute(attribute='pale skin', gender='female', reasoning=""The text uses the pronoun 'she' to refer to the person with the current attribute ('pale skin'), explicitly suggesting the person's gender as female.""), PhysicalAttribute(attribute='long blonde hair', gender='female', reasoning=""The text uses the pronoun 'her' to refer to the person with the current attribute ('long blonde hair'), thereby indicating that the person is female."")]",pale skin,pale skin
5,3.0,She was so pale that she seemed to shine in the darkness; the long blonde hair streaming down her back gave her the look of a drowned person.,long blonde hair,female,female,"The text uses the pronoun 'her' to refer to the person with the current attribute ('long blonde hair'), thereby indicating that the person is female.",True,False,"original_sentence='She was so pale that she seemed to shine in the darkness; the long blonde hair streaming down her back gave her the look of a drowned person.' physical_attributes=[PhysicalAttribute(attribute='pale skin', gender='female', reasoning=""The text uses the pronoun 'she' to refer to the person with the current attribute ('pale skin'), explicitly suggesting the person's gender as female.""), PhysicalAttribute(attribute='long blonde hair', gender='female', reasoning=""The text uses the pronoun 'her' to refer to the person with the current attribute ('long blonde hair'), thereby indicating that the person is female."")]",long blonde hair,long blonde hair
6,4.0,"""Bellatrix,"" he replied, his thin mouth curling into a slightly mocking smile as he closed the door with a snap behind them.",a thin mouth,male,male,"The attribute describes 'his' mouth, indicating the person is male.",True,True,"original_sentence='""Bellatrix,"" he replied, his thin mouth curling into a slightly mocking smile as he closed the door with a snap behind them.' physical_attributes=[PhysicalAttribute(attribute='a thin mouth', gender='male', reasoning=""The attribute describes 'his' mouth, indicating the person is male."")]",a thin mouth,a thin mouth
7,5.0,"Dark as her sister was fair, with heavily lidded eyes and a strong jaw, she did not take her gaze from Snape as she moved to stand behind Narcissa.",heavily lidded eyes,female,"unknown},{","The text uses the pronoun 'her' to describe the person with the current attribute ('heavily lidded eyes'), but does not explicitly identify the individual's gender before this statement.",False,False,"original_sentence='Dark as her sister was fair, with heavily lidded eyes and a strong jaw, she did not take her gaze from Snape as she moved to stand behind Narcissa.' physical_attributes=[PhysicalAttribute(attribute='heavily lidded eyes', gender='unknown},{', reasoning=""The text uses the pronoun 'her' to describe the person with the current attribute ('heavily lidded eyes'), but does not explicitly identify the individual's gender before this statement.""), PhysicalAttribute(attribute='a strong jaw', gender='unknown', reasoning=""The text uses the pronoun 'her' to describe the person with the current attribute ('a strong jaw'), but does not explicitly identify the individual's gender before this statement."")]",heavily lidded eyes,heavily lidded eyes
7,5.0,"Dark as her sister was fair, with heavily lidded eyes and a strong jaw, she did not take her gaze from Snape as she moved to stand behind Narcissa.",a strong jaw,female,unknown,"The text uses the pronoun 'her' to describe the person with the current attribute ('a strong jaw'), but does not explicitly identify the individual's gender before this statement.",False,True,"original_sentence='Dark as her sister was fair, with heavily lidded eyes and a strong jaw, she did not take her gaze from Snape as she moved to stand behind Narcissa.' physical_attributes=[PhysicalAttribute(attribute='heavily lidded eyes', gender='unknown},{', reasoning=""The text uses the pronoun 'her' to describe the person with the current attribute ('heavily lidded eyes'), but does not explicitly identify the individual's gender before this statement.""), PhysicalAttribute(attribute='a strong jaw', gender='unknown', reasoning=""The text uses the pronoun 'her' to describe the person with the current attribute ('a strong jaw'), but does not explicitly identify the individual's gender before this statement."")]",a strong jaw,a strong jaw
8,6.0,"He had small, watery eyes, a pointed nose, and wore an unpleasant simper.",small watery eyes,male,male,"The text uses the pronoun 'He' to refer to the person with the current attribute ('small watery eyes'), which explicitly suggests the person's gender as male.",True,False,"original_sentence='He had small, watery eyes, a pointed nose, and wore an unpleasant simper.' physical_attributes=[PhysicalAttribute(attribute='small watery eyes', gender='male', reasoning=""The text uses the pronoun 'He' to refer to the person with the current attribute ('small watery eyes'), which explicitly suggests the person's gender as male.""), PhysicalAttribute(attribute='a pointed nose', gender='male', reasoning=""The text uses the pronoun 'He' to refer to the person with the current attribute ('a pointed nose'), which explicitly suggests the person's gender as male."")]",small watery eyes,small watery eyes
9,,Narcissa let out a noise that might have been a dry sob and covered her face with her hands.,,female,,,False,False,original_sentence='Narcissa let out a noise that might have been a dry sob and covered her face with her hands.' physical_attributes=[],,
