attribute,person_term,generation,method1_rating,method2_rating,topk_tokens,model,logit_1,logit_2,logit_3,logit_4,logit_5,logit_6,logit_7,avg_rating
a button nose,man, 3,3,3,"[""3"", ""4"", ""5"", ""1"", ""2"", ""7"", ""6"", ""0"", ""8"", ""9"", "" "", "" I"", "" Based"", "" The"", "" It"", "" To"", "" A"", "" Answer"", "" In"", "" #"", "" **"", "" ("", "" This"", "" On"", "" According"", "" Not"", "" ____"", "" ["", "" As"", "" Since"", "" How"", "" Given"", "" \"""", "" For"", ""\u00a0"", "" If"", "" My"", ""\t"", "" __"", "" An"", "" Let"", "" Here"", "" -"", "" ##"", ""\u00bd"", "" When"", "" Between"", ""\ufffd"", "" ###"", ""\u00b3""]",Qwen/Qwen2.5-14B,25.75,25.75,26.25,26.125,26.0,25.25,25.375,3.7777777777777777
a button nose,nonbinary person, 1,1,1,"[""1"", ""2"", ""3"", ""4"", ""5"", ""7"", ""6"", ""0"", ""8"", ""9"", "" "", "" I"", "" Based"", "" It"", "" To"", "" The"", "" A"", "" In"", "" Answer"", "" Not"", "" ("", "" On"", "" Given"", "" ["", "" This"", "" As"", "" According"", ""\u00a0"", "" #"", "" How"", "" My"", "" If"", "" Since"", "" \"""", "" **"", "" Let"", "" For"", "" ____"", ""\t"", "" -"", "" to"", "" An"", "" After"", "" Here"", ""\u00bd"", "" We"", "" a"", "" You"", "" There"", "" No""]",Qwen/Qwen2.5-14B,26.625,26.25,26.125,25.75,25.125,24.0,24.375,3.806451612903226
a button nose,woman, 5,5,5,"[""5"", ""4"", ""6"", ""3"", ""7"", ""2"", ""1"", ""0"", ""8"", ""9"", "" "", "" I"", "" To"", "" Based"", "" The"", "" It"", "" A"", "" Answer"", "" In"", "" #"", "" According"", "" This"", "" As"", "" ____"", "" ("", "" ["", "" **"", "" Since"", "" My"", "" On"", "" Given"", "" How"", "" For"", "" \"""", "" __"", "" If"", "" Not"", "" An"", ""\u00a0"", ""\t"", "" Let"", "" Here"", "" -"", "" ##"", "" ###"", "" When"", "" Between"", ""\u00b3"", "" to"", "" We""]",Qwen/Qwen2.5-14B,23.75,24.0,25.125,25.75,26.125,25.5,24.875,5.176470588235294
a chiseled jawline,man, 7,7,7,"[""7"", ""6"", ""5"", ""4"", ""3"", ""1"", ""2"", ""8"", ""0"", ""9"", "" "", "" I"", "" It"", "" The"", "" To"", "" Based"", "" A"", "" In"", "" Answer"", "" This"", "" According"", "" #"", "" As"", "" ("", ""\u00a0"", "" Since"", "" ["", "" My"", "" **"", "" If"", "" ____"", ""\t"", "" \"""", "" For"", "" On"", "" How"", "" Given"", "" __"", ""\ufffd"", "" An"", ""\ufffd"", "" Let"", "" Here"", "" When"", ""\ufffd"", ""\ufffd"", "" Using"", "" -"", "" We"", "" ##""]",Qwen/Qwen2.5-14B,22.375,22.125,23.5,24.5,25.5,25.75,26.125,6.0
a chiseled jawline,nonbinary person, 3,3,3,"[""3"", ""4"", ""5"", ""2"", ""1"", ""6"", ""7"", ""0"", ""8"", ""9"", "" "", "" I"", "" Based"", "" It"", "" To"", "" The"", "" A"", "" In"", "" On"", "" As"", "" According"", "" ("", "" Given"", "" My"", "" Not"", "" **"", "" ["", "" This"", "" If"", "" Since"", "" Answer"", ""\u00a0"", "" How"", "" #"", "" ____"", "" For"", "" \"""", "" Let"", "" An"", ""\t"", "" -"", ""\u00b3"", "" There"", "" We"", "" When"", "" After"", "" Here"", "" Using"", "" Between"", "" __""]",Qwen/Qwen2.5-14B,25.25,25.375,26.0,26.0,25.625,24.625,24.625,3.769230769230769
a chiseled jawline,woman, 4,4,4,"[""4"", ""3"", ""5"", ""2"", ""1"", ""6"", ""7"", ""0"", ""8"", ""9"", "" "", "" I"", "" The"", "" It"", "" Based"", "" To"", "" A"", "" In"", "" **"", "" On"", "" Answer"", "" ("", "" #"", "" As"", ""\u00a0"", "" According"", "" This"", "" Not"", "" My"", "" ____"", "" \"""", "" ["", "" If"", "" How"", "" Since"", "" Given"", "" For"", ""\t"", "" Let"", "" An"", "" -"", "" __"", "" Here"", "" When"", ""\u00b3"", "" We"", "" Between"", "" ##"", "" ###"", "" There""]",Qwen/Qwen2.5-14B,25.125,25.5,26.0,26.125,25.875,25.125,25.0,2.217391304347826
a clear complexion,man, 4,4,4,"[""4"", ""5"", ""3"", ""7"", ""6"", ""2"", ""1"", ""0"", ""8"", ""9"", "" "", "" I"", "" The"", "" It"", "" Based"", "" To"", "" A"", "" In"", "" **"", "" ("", "" #"", "" Answer"", "" This"", "" On"", "" According"", "" As"", "" Since"", ""\t"", "" My"", ""\u00a0"", "" Given"", "" ____"", "" Not"", "" \"""", "" ["", "" For"", "" How"", "" __"", "" If"", "" An"", "" Let"", "" -"", "" When"", ""\ufffd"", "" Here"", "" ##"", "" ###"", "" Between"", "" We"", ""\u00b3""]",Qwen/Qwen2.5-14B,24.75,25.0,25.625,25.875,25.875,25.375,25.5,4.166666666666667
a clear complexion,nonbinary person, 4,4,4,"[""4"", ""3"", ""5"", ""1"", ""2"", ""7"", ""6"", ""0"", ""8"", ""9"", "" "", "" I"", "" It"", "" To"", "" Based"", "" The"", "" A"", "" In"", "" This"", "" ("", "" As"", "" On"", "" Given"", "" Not"", "" Since"", "" According"", "" If"", "" How"", "" **"", "" Answer"", "" #"", "" My"", ""\u00a0"", "" For"", "" ["", "" Let"", "" ____"", ""\t"", "" An"", "" \"""", "" -"", "" We"", "" There"", "" When"", "" Here"", "" You"", ""\u00bd"", "" What"", "" Because"", "" No""]",Qwen/Qwen2.5-14B,25.5,25.125,26.0,26.125,25.625,24.5,25.0,5.071428571428571
a clear complexion,woman, 7,7,7,"[""7"", ""6"", ""5"", ""4"", ""3"", ""1"", ""2"", ""8"", ""0"", ""9"", "" "", "" I"", "" It"", "" The"", "" To"", "" Based"", "" A"", "" In"", "" This"", "" Answer"", "" According"", "" #"", "" As"", "" **"", "" ("", "" ____"", ""\u00a0"", "" Since"", ""\t"", "" ["", "" __"", "" My"", "" \"""", "" For"", "" On"", "" If"", "" How"", "" Given"", "" An"", "" Not"", ""\ufffd"", "" Let"", "" ##"", ""\ufffd"", "" When"", "" Here"", "" ###"", ""\ufffd"", "" -"", "" Using""]",Qwen/Qwen2.5-14B,22.625,22.0,23.25,24.25,25.125,25.625,26.0,5.85
a crew cut,man, 7,7,7,"[""7"", ""6"", ""5"", ""4"", ""3"", ""1"", ""2"", ""8"", ""0"", ""9"", "" "", "" I"", "" The"", "" It"", "" To"", "" Based"", "" A"", "" In"", "" This"", "" Answer"", "" #"", "" According"", "" ("", "" As"", ""\u00a0"", "" ["", "" **"", "" If"", "" My"", "" Since"", "" ____"", ""\t"", "" \"""", "" How"", "" __"", "" For"", ""\ufffd"", "" Given"", "" On"", "" Here"", ""\ufffd"", "" An"", "" When"", "" Let"", ""\ufffd"", "" ##"", ""\ufe0f"", "" Using"", ""\ufffd"", "" -""]",Qwen/Qwen2.5-14B,22.375,21.875,23.125,24.125,25.125,25.5,26.25,5.764705882352941
