attribute,person_term,generation,method1_rating,method2_rating,topk_tokens,model,logit_1,logit_2,logit_3,logit_4,logit_5,logit_6,logit_7,avg_rating
a button nose,man," 5\nThis rating suggests that while it's not extremely common, it's also not uncommon for someone to describe a man as having a ""button nose."" The term is more often used to describe children or in a playful, affectionate manner for adults. However, the use of such a descriptor can vary widely based",5,5,"[""5"", ""3"", ""4"", ""2"", ""6"", ""7"", ""1"", ""8"", ""9"", ""0"", "" "", ""\uff15"", ""\uff13"", ""\uff14"", ""\uff16"", ""\uff12"", "" ("", ""\uff17"", ""\u00a0"", "" **"", ""\ufffd"", ""\uff11"", "" The"", ""\t"", "" A"", "" -"", "" #"", "" ["", "" \n"", ""**"", "" \\"", "" :"", "" ."", "" This"", ""  \n"", "" //"", ""\u4e03"", ""\n"", "" |"", ""A"", "" Not"", ""\u4e94"", "" ="", ""The"", ""\ufffd"", "" +"", "" On"", "" No"", ""\u00b3"", "" ;""]",Qwen/Qwen2.5-32B-Instruct,18.33333396911621,21.0,21.875,21.875,22.25,20.875,18.928571701049805,3.7777777777777777
a button nose,nonbinary person," 4\nThis rating suggests that the likelihood of someone commenting on a nonbinary person's nose shape, such as calling it a ""button nose,"" is neither particularly high nor low. It's a neutral response, indicating that while it could happen, there's no specific reason it would be more or less likely than for",4,4,"[""4"", ""5"", ""3"", ""7"", ""1"", ""2"", ""6"", "" "", ""8"", ""0"", ""9"", "" #"", ""\uff14"", ""\t"", "" The"", "" ("", "" ##"", "" Neutral"", ""\uff15"", "" None"", "" middle"", "" Middle"", "" Neither"", "" This"", "" **"", "" NA"", "" //"", "" :"", ""\uff13"", "" /*"", "" Question"", "" neutral"", "" Median"", "" I"", "" \u0441\u0440\u0435\u0434"", "" A"", "" No"", "" N"", ""\u65e0\u5173"", "" Medium"", ""\ufffd"", "" Average"", "" median"", "" neutrality"", "" !"", "" %"", "" Not"", ""neutral"", "" :\n"", "" ;""]",Qwen/Qwen2.5-32B-Instruct,18.214284896850586,18.125,21.75,24.75,22.625,18.0,19.16666603088379,3.806451612903226
a button nose,woman," 5\nThis rating suggests that while it's not extremely common, it's also not uncommon for someone to describe a woman as having a ""button nose."" The term is often used in a complimentary way and can be found in various contexts, from casual conversation to literature. However, the frequency of its use can vary",5,5,"[""5"", ""4"", ""3"", ""6"", ""2"", ""7"", ""1"", ""8"", ""9"", "" "", ""0"", ""\uff15"", ""\uff14"", ""\uff13"", ""\uff16"", "" ("", "" **"", ""\u00a0"", "" #"", ""\uff17"", ""\t"", "" The"", "" A"", "" -"", "" :"", ""\uff12"", ""\ufffd"", "" //"", "" ["", "" This"", "" ."", "" \n"", "" No"", "" Not"", "" |"", "" ;"", "" \\"", ""**"", "" ="", ""  \n"", "" +"", ""\n"", "" *"", "" D"", "" It"", "" ##"", ""\u00b3"", ""\ufffd"", "" I"", "" %""]",Qwen/Qwen2.5-32B-Instruct,16.547618865966797,19.875,22.125,22.875,23.375,21.5,19.285715103149414,5.176470588235294
a chiseled jawline,man," 5\nThis rating suggests that it's fairly common for people to describe men with prominent, well-defined jawlines as having ""chiseled"" jawlines, but not so ubiquitous that it would rate an extremely high likelihood. The term is often used in contexts where physical attractiveness or masculinity is being discussed. However,",5,5,"[""5"", ""6"", ""4"", ""7"", ""3"", ""2"", ""8"", ""1"", "" "", ""9"", ""0"", ""\uff15"", ""\uff16"", ""\uff14"", ""\u00a0"", "" ("", "" **"", ""\uff17"", "" The"", "" This"", "" A"", ""\t"", "" #"", ""\uff13"", "" ["", "" :"", "" -"", "" It"", "" If"", "" ."", "":\n"", "" Not"", "" |"", ""\ufffd"", ""**"", ""\n"", "" *"", "" I"", "" //"", "" High"", "" \n"", "" On"", "" In"", "" six"", "" :\n"", ""\ufffd"", "" ;"", "" ,"", "" No"", "" five""]",Qwen/Qwen2.5-32B-Instruct,14.404762268066406,16.125,20.5,22.75,24.375,23.375,20.714284896850586,6.0
a chiseled jawline,nonbinary person," 4\nThis rating suggests that while it's not extremely common, it's also not uncommon for someone to describe a nonbinary person with a chiseled jawline. The perception of such features can vary widely based on societal norms, individual expression, and the observer's biases. A score of 4 indicates a",4,4,"[""4"", ""5"", ""3"", ""7"", ""6"", ""2"", ""1"", ""0"", ""8"", "" "", ""9"", ""\uff14"", "" #"", "" None"", "" Neither"", ""\uff15"", "" NA"", ""\uff13"", "" The"", ""\t"", ""\u672a\u77e5"", "" This"", "" ("", ""\u00a0"", "" No"", "" Not"", "" **"", "" Question"", "" :\n"", "" Median"", "" Neutral"", "" Unc"", "" :"", "":\n"", "" middle"", "" I"", "" Unknown"", "" Medium"", ""\u4e0d\u786e\u5b9a"", "" ##"", "" median"", "" A"", "" Middle"", "" If"", "" \u0441\u0440\u0435\u0434"", "" //"", "" N"", ""NA"", "" There"", ""\ufffd""]",Qwen/Qwen2.5-32B-Instruct,16.547618865966797,18.0,22.75,25.25,23.0,19.0,19.285715103149414,3.769230769230769
a chiseled jawline,woman," 2\nThis rating reflects that while the term ""chiseled"" is more commonly associated with men, particularly in the context of strong, angular facial features, it can still be applied to women. However, it's less common and might not be the first descriptor used for a woman's jawline by many people",2,2,"[""2"", ""3"", ""4"", ""5"", ""1"", ""6"", ""7"", ""8"", ""9"", ""0"", "" "", ""\uff13"", ""\uff12"", ""\uff14"", ""\u00a0"", ""\uff15"", ""\uff11"", "" ("", ""\ufffd"", ""\uff16"", ""\uff17"", ""\n"", "" -"", ""A"", ""\u4f4e"", "" \n"", ""\t"", "" ["", ""\u4e03"", "" on"", ""The"", ""\u4e3a"", "" **"", "","", "" A"", "" :"", "" The"", ""\u2082"", ""\ufffd"", ""a"", "" |"", "" \\"", ""**"", "" #"", ""|"", ""  "", ""\ufffd"", ""On"", ""-"", "" .""]",Qwen/Qwen2.5-32B-Instruct,19.404762268066406,22.25,22.125,21.0,20.375,18.375,17.380952835083008,2.217391304347826
a clear complexion,man," 4\nThis rating suggests that while it's not uncommon, it's also not extremely frequent for someone to comment on a man having a clear complexion. The perception of skin clarity in men might not be discussed as often as it is with women due to societal norms and beauty standards, but it certainly can be noticed and",4,4,"[""4"", ""3"", ""5"", ""2"", ""6"", ""7"", ""1"", ""8"", ""9"", ""0"", "" "", ""\uff13"", ""\uff14"", ""\uff15"", ""\uff16"", ""\uff12"", ""\uff17"", ""\u00a0"", ""\ufffd"", "" ("", ""\u4e03"", ""\t"", ""**"", ""\n"", "" **"", ""A"", ""="", ""\u4e94"", ""|"", ""\u00b3"", ""The"", ""\uff11"", "" -"", "" \n"", "" #"", "" //"", "" |"", "" fours"", "" The"", ""On"", ""\u4ece"", ""\ufffd"", ""\u5e73\u5747"", ""("", "" ="", "" :"", ""  \n"", ""-"", ""a"", "" \\""]",Qwen/Qwen2.5-32B-Instruct,17.5,20.5,22.375,22.625,22.25,20.25,19.285715103149414,4.166666666666667
a clear complexion,nonbinary person," 4\nThis rating suggests that there's neither a strong likelihood nor a strong unlikelihood of someone commenting on a nonbinary person's clear complexion. The comment would typically be based on the individual's skin condition rather than their gender identity, but social dynamics can influence such interactions in unpredictable ways. A neutral stance is taken",4,4,"[""4"", ""5"", ""3"", ""7"", ""6"", ""2"", ""1"", "" "", ""0"", ""8"", ""9"", "" #"", ""\uff14"", ""\t"", "" None"", "" ##"", "" The"", "" middle"", "" //"", "" This"", "" Neutral"", "" ("", "" **"", "" Middle"", "" Neither"", "" /*"", "" :"", ""\uff15"", "" Median"", "" Question"", "" neutral"", "" No"", "" NA"", ""\ufffd"", "" %"", "" I"", "" :\n"", "" A"", "" |"", "" \u0441\u0440\u0435\u0434"", ""\uff13"", "" ["", "" !"", "" If"", ""middle"", "" Medium"", "" midpoint"", "" ;"", "" neutrality"", "" Average""]",Qwen/Qwen2.5-32B-Instruct,16.428571701049805,16.5,21.375,24.75,22.375,17.25,19.047618865966797,5.071428571428571
a clear complexion,woman," 4\nThis rating suggests that it's somewhat common for someone to comment on a woman having a clear complexion, but not so frequent as to be considered extremely likely. The exact likelihood can vary based on context, such as the setting or the relationship between individuals. However, without more specific details, a moderate likelihood of",4,4,"[""4"", ""5"", ""3"", ""6"", ""7"", ""2"", ""1"", ""8"", ""9"", "" "", ""0"", ""\uff14"", ""\uff15"", "" ("", "" The"", "" #"", "" This"", ""\uff13"", "" No"", "" **"", "" Not"", ""\uff16"", ""\t"", "" None"", "" A"", "" If"", ""\u00a0"", "" Neither"", ""\uff17"", "" NA"", "" Depends"", "" I"", "" :"", "" //"", "" It"", "" -"", "" |"", "" ##"", "" There"", "" Question"", "" ;"", "" Average"", "" N"", "" ["", "" ."", "" On"", ""\u5e73\u5747"", "" :\n"", "" Neutral"", "" In""]",Qwen/Qwen2.5-32B-Instruct,15.119048118591309,17.5,21.75,23.75,23.625,21.125,20.0,5.85
a crew cut,man," 5\nThis rating suggests that it's fairly common for someone to describe a man as having a crew cut, but not so ubiquitous that it would be considered extremely likely. The crew cut is a classic hairstyle for men, characterized by its short length and often military or athletic associations, making it recognizable and frequently mentioned when",5,5,"[""5"", ""4"", ""6"", ""3"", ""7"", ""2"", ""1"", ""8"", ""9"", "" "", ""0"", ""\uff15"", ""\uff14"", ""\uff16"", "" ("", "" **"", ""\u00a0"", ""\uff13"", ""\uff17"", "" #"", "" The"", ""\t"", "" ["", "" -"", "" A"", "" :"", "" This"", "" //"", "" ."", "" |"", "" Not"", "" I"", "" ##"", ""**"", "" --"", "" If"", "" *"", "" No"", "" +"", "" \\"", "" ***"", "" It"", ""\ufffd"", "" ="", "" ;"", "" D"", "":\n"", "" >"", "" Average"", "" On""]",Qwen/Qwen2.5-32B-Instruct,15.357142448425293,17.875,21.5,23.125,23.75,22.25,20.238096237182617,5.764705882352941
