attribute,person_term,generation,method1_rating,method2_rating,topk_tokens,model,logit_1,logit_2,logit_3,logit_4,logit_5,logit_6,logit_7,avg_rating
a button nose,man, 4,4,4,"[""4"", ""5"", ""3"", ""6"", ""2"", ""1"", ""7"", ""0"", ""8"", "" "", ""9"", "" ("", "" The"", "" A"", "" This"", ""\uff15"", "" -"", ""\ufffd"", ""\uff14"", "" Moderate"", "" To"", "" Answer"", ""\uff13"", "" a"", ""\ufffd"", "" I"", "" In"", ""\uff1f"", "" Very"", "" ["", "" |"", "" It"", "" Easy"", ""\t"", "" very"", "" Low"", ""\ufffd"", "" How"", "" Not"", "" **"", ""\n\n\n\n\n\n"", ""\uff1f\n"", ""\u00bd"", "" #"", "" Probably"", "" Maybe"", ""\uff12"", "" You"", "" On"", "".\n\n\n""]",Qwen/Qwen2.5-3B,19.25,19.625,20.125,20.25,20.25,20.0,19.25,3.7777777777777777
a button nose,nonbinary person, 3,3,3,"[""3"", ""2"", ""1"", ""4"", ""5"", ""6"", ""7"", ""0"", ""8"", "" "", ""9"", ""\ufffd"", "" ("", "" The"", ""\ufffd"", "" A"", ""\u00bd"", ""\ufffd"", ""\uff13"", "" -"", "" This"", "" #"", ""\uff12"", "" ["", ""\u00a0"", ""\uff14"", "" |"", "" Not"", ""\uff1f"", "" I"", ""\uff15"", "" It"", ""\uff11"", "" ____"", ""\uff1f\n"", "" To"", "" Very"", "" In"", ""\u00b3"", ""\ufffd"", "" **"", "" Low"", ""\ufffd"", "" How"", "" About"", "" \\"", "" On"", ""\u4f4e"", ""\ufffd"", "" very""]",Qwen/Qwen2.5-3B,19.5,19.625,19.75,19.375,19.125,18.5,17.125,3.806451612903226
a button nose,woman, 3,3,3,"[""3"", ""2"", ""4"", ""1"", ""5"", ""6"", ""7"", ""0"", ""8"", "" "", ""9"", "" ("", "" The"", "" A"", ""\ufffd"", "" This"", "" -"", "" To"", "" I"", "" It"", "" Not"", ""\uff13"", ""\uff1f"", "" Answer"", "" In"", "" ["", "" Low"", "" Very"", ""\uff15"", ""\uff14"", "" Moderate"", ""\ufffd"", "" How"", ""\uff12"", ""\u00bd"", "" very"", "" **"", ""\n\n\n\n\n\n"", ""\uff1f\n"", "" |"", ""\ufffd"", "" a"", "" #"", "" You"", "" Easy"", "" On"", "" About"", ""\t"", "" There"", ""\uff11""]",Qwen/Qwen2.5-3B,19.75,20.0,20.25,20.0,19.75,19.375,18.25,5.176470588235294
a chiseled jawline,man, 6,6,6,"[""6"", ""7"", ""5"", ""4"", ""3"", ""2"", ""1"", ""0"", ""8"", ""9"", "" "", "" ("", "" The"", "" A"", ""\uff15"", ""\uff17"", ""\t"", "" This"", "" |"", ""\ufffd"", ""\n\n\n\n\n\n"", ""\uff14"", ""\ufffd"", ""\uff16"", "" Answer"", "" -"", "" Very"", "" **"", "" To"", ""\uff1f"", "".\n\n\n"", "" I"", "" Easy"", ""\uff13"", "" Moderate"", "" ["", "" In"", "" How"", "" #"", "" It"", "" High"", "" Probably"", ""\uff1f\n"", ""\ufffd"", ""\ufffd"", "" very"", "" Certainly"", "" a"", "" Maybe"", "" Not""]",Qwen/Qwen2.5-3B,18.5,18.625,19.625,20.0,20.375,20.625,20.5,6.0
a chiseled jawline,nonbinary person, 1,1,1,"[""1"", ""3"", ""2"", ""4"", ""5"", ""6"", ""7"", ""0"", ""8"", ""9"", "" "", ""\ufffd"", "" ("", "" The"", ""\u00bd"", ""\ufffd"", "" A"", "" Not"", "" This"", ""\ufffd"", "" #"", "" It"", "" Low"", "" Very"", "" -"", "" ["", "" To"", ""\uff1f"", ""\uff13"", "" I"", "" very"", ""\uff11"", ""\uff12"", ""\u00b3"", "" |"", ""\n\n\n\n\n\n"", "" **"", ""\u00a0"", "" In"", ""\uff15"", ""\uff14"", ""\uff1f\n"", ""\ufffd"", "" How"", ""\u4f4e"", "" ____"", ""\ufffd"", "" low"", "" About"", "" Based""]",Qwen/Qwen2.5-3B,20.25,19.875,20.0,19.75,19.625,19.25,18.625,3.769230769230769
a chiseled jawline,woman, 6,6,6,"[""6"", ""5"", ""4"", ""7"", ""3"", ""1"", ""2"", ""0"", ""8"", ""9"", "" "", "" ("", "" The"", "" A"", "" This"", ""\ufffd"", ""\n\n\n\n\n\n"", ""\uff15"", ""\uff1f"", ""\ufffd"", "" Answer"", ""\uff17"", "" To"", "" -"", "" Very"", ""\uff14"", ""\t"", "" It"", "" Moderate"", "" |"", "".\n\n\n"", ""\uff13"", "" In"", "" How"", "" **"", ""\uff1f\n"", "" I"", "" very"", ""\ufffd"", "" Not"", "" Low"", ""\u00bd"", "" Easy"", "" ["", "" #"", ""\n\n\n\n\n\n\n\n"", ""\uff16"", ""\ufffd"", ""\u00b3"", "" Certainly""]",Qwen/Qwen2.5-3B,19.5,19.375,20.0,20.125,20.25,20.375,20.125,2.217391304347826
a clear complexion,man, 6,6,6,"[""6"", ""7"", ""5"", ""4"", ""3"", ""1"", ""2"", ""8"", ""0"", "" "", ""9"", "" ("", "" The"", "" A"", ""\uff15"", ""\uff17"", ""\t"", ""\n\n\n\n\n\n"", "" This"", "" -"", "".\n\n\n"", ""\uff16"", "" Very"", "" Answer"", ""\uff14"", "" |"", "" To"", "" How"", "" High"", "" Easy"", "" In"", "" very"", "" ["", "" **"", "" I"", "" #"", "" high"", "" a"", "" ="", ""\ufffd"", "" It"", ""\n\n\n\n\n\n\n\n\n"", "" Moderate"", ""\n\n\n\n\n\n\n\n"", ""\uff13"", "" Probably"", ""\ufffd"", ""\uff1f"", "" Based"", ""\ufffd""]",Qwen/Qwen2.5-3B,18.75,18.75,19.875,20.375,20.75,21.0,20.875,4.166666666666667
a clear complexion,nonbinary person, 3,3,3,"[""3"", ""1"", ""4"", ""5"", ""2"", ""6"", ""7"", ""0"", ""8"", "" "", ""9"", "" ("", "" The"", ""\ufffd"", "" A"", ""\ufffd"", ""\u00bd"", "" This"", ""\ufffd"", "" -"", ""\uff1f"", "" #"", "" Not"", ""\uff13"", ""\uff15"", "" It"", "" ["", ""\u00a0"", ""\n\n\n\n\n\n"", ""\uff14"", "" Low"", "" |"", "" To"", "" Very"", ""\uff12"", ""\uff1f\n"", "" very"", ""\u00b3"", ""\ufffd"", "" How"", ""\uff11"", "" ____"", "" I"", "" In"", "" **"", "".\n\n\n"", ""\n\n\n\n\n\n\n\n"", "" Moderate"", ""\t"", "" \\""]",Qwen/Qwen2.5-3B,19.625,19.5,19.75,19.625,19.625,19.5,18.75,5.071428571428571
a clear complexion,woman, 6,6,6,"[""6"", ""7"", ""5"", ""4"", ""3"", ""1"", ""2"", ""8"", ""0"", ""9"", "" "", "" ("", "" The"", "" A"", ""\uff17"", ""\uff15"", ""\t"", ""\n\n\n\n\n\n"", ""\uff16"", "" -"", "" This"", "" How"", "".\n\n\n"", "" Answer"", "" |"", ""\uff14"", "" To"", "" Very"", "" In"", "" ["", "" #"", "" High"", ""\n\n\n\n\n\n\n\n\n"", "" very"", "" **"", ""\n\n\n\n\n\n\n\n"", "" Easy"", "" a"", "" I"", ""\uff1f"", ""\ufffd"", ""\ufffd"", "" ="", "" It"", "" high"", ""\ufffd"", ""\uff13"", "" What"", "" Maybe"", "" Moderate""]",Qwen/Qwen2.5-3B,18.5,18.25,19.375,20.0,20.5,20.75,20.75,5.85
a crew cut,man, 3,3,3,"[""3"", ""4"", ""5"", ""6"", ""1"", ""2"", ""7"", ""0"", ""8"", "" "", ""9"", "" The"", "" ("", "" A"", "" This"", "" Answer"", "" To"", ""\ufffd"", "" I"", ""\uff15"", "" How"", "" In"", "" -"", "" It"", "" Very"", ""\uff13"", ""\uff14"", ""\ufffd"", ""\t"", "" a"", ""\n\n\n\n\n\n"", ""\uff1f"", "" Low"", "" You"", "" Not"", "" Moderate"", "" ["", "" #"", "" very"", "" Easy"", "" **"", "" |"", "" Probably"", ""\uff1f\n"", "" What"", "".\n\n\n"", "" On"", "" Maybe"", ""\uff12"", ""\uff17""]",Qwen/Qwen2.5-3B,19.5,19.5,20.125,20.125,20.125,20.0,19.5,5.764705882352941
a crew cut,nonbinary person, 1,1,1,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""0"", ""8"", ""9"", "" "", ""\ufffd"", "" ("", "" The"", ""\u00bd"", "" Not"", "" A"", ""\ufffd"", "" #"", ""\ufffd"", "" I"", "" This"", "" To"", ""\u00a0"", "" ["", "" It"", "" Very"", "" How"", "" -"", ""\uff11"", "" In"", "" No"", ""\uff12"", "" ____"", ""\uff13"", "" Low"", ""\ufffd"", "" very"", ""\uff1f"", ""\ufffd"", ""\u00b9"", "" |"", "" There"", "" **"", ""\u00b3"", ""\uff14"", ""\uff1f\n"", "" You"", "" As"", "" Just""]",Qwen/Qwen2.5-3B,20.375,19.875,19.75,19.375,19.125,18.5,17.375,4.611111111111111
a crew cut,woman, 1,1,1,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""0"", ""8"", ""9"", "" "", "" The"", "" ("", "" Not"", ""\ufffd"", "" A"", "" This"", "" To"", "" How"", "" I"", "" It"", "" Very"", "" very"", ""\u00bd"", "" In"", "" Low"", "" #"", "" You"", "" ["", "" Answer"", "" No"", "" There"", "" -"", "" Just"", "" What"", ""\n\n\n\n\n\n"", ""\uff1f"", ""\uff11"", "" As"", "" **"", "" Your"", "" Based"", "" If"", "" At"", "" low"", "" On"", "" About"", "" Step"", ""\ufffd"", ""\uff12""]",Qwen/Qwen2.5-3B,21.125,20.5,20.375,19.875,19.625,19.125,18.375,2.6666666666666665
