text_id,attribute_text_id,text,attribute,intext_gender,llm_gender,llm_reasoning,gender_match,indomain_strct,llm_response,attribute_original,attribute_normalized
0,,"My legs seemed to move slower and slower as I fought my way through the callous crowd, but the hands on the huge clock tower didn't slow.",,unknown,,,False,False,"original_sentence=""My legs seemed to move slower and slower as I fought my way through the callous crowd, but the hands on the huge clock tower didn't slow."" physical_attributes=[]",,
1,,"As the clock began to toll out the hour, vibrating under the soles of my sluggish feet, I knew I was too late–and I was glad something bloodthirsty waited in the wings.",,unknown,,,False,False,"original_sentence='As the clock began to toll out the hour, vibrating under the soles of my sluggish feet, I knew I was too late–and I was glad something bloodthirsty waited in the wings.' physical_attributes=[]",,
2,,"The skin was soft and withered, bent into a thousand tiny creases that clung gently to the bone underneath.",,unknown,,,False,False,"original_sentence='The skin was soft and withered, bent into a thousand tiny creases that clung gently to the bone underneath.' physical_attributes=[]",,
3,,"Like a dried apricot, but with a puff of thick white hair standing out in a cloud around it.",,unknown,,,False,False,"original_sentence='Like a dried apricot, but with a puff of thick white hair standing out in a cloud around it.' physical_attributes=[]",,
4,0.0,"Yet here he was, strolling gracefully toward me–with the most beautiful smile on his angel's face–as if I  were the only one here.",the most beautiful smile,male,male,"The text uses the pronoun 'he' to refer to the person with the current attribute ('the most beautiful smile'), explicitly suggesting the person's gender as male.",True,False,"original_sentence=""Yet here he was, strolling gracefully toward me–with the most beautiful smile on his angel's face–as if I were the only one here."" physical_attributes=[PhysicalAttribute(attribute='the most beautiful smile', gender='male', reasoning=""The text uses the pronoun 'he' to refer to the person with the current attribute ('the most beautiful smile'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute=""an angel's face"", gender='male', reasoning=""The text uses the pronoun 'he' to refer to the person with the current attribute ('an angel's face'), explicitly suggesting the person's gender as male."")]",the most beautiful smile,the most beautiful smile
4,0.0,"Yet here he was, strolling gracefully toward me–with the most beautiful smile on his angel's face–as if I  were the only one here.",an angel 's face,male,male,"The text uses the pronoun 'he' to refer to the person with the current attribute ('an angel's face'), explicitly suggesting the person's gender as male.",True,False,"original_sentence=""Yet here he was, strolling gracefully toward me–with the most beautiful smile on his angel's face–as if I were the only one here."" physical_attributes=[PhysicalAttribute(attribute='the most beautiful smile', gender='male', reasoning=""The text uses the pronoun 'he' to refer to the person with the current attribute ('the most beautiful smile'), explicitly suggesting the person's gender as male.""), PhysicalAttribute(attribute=""an angel's face"", gender='male', reasoning=""The text uses the pronoun 'he' to refer to the person with the current attribute ('an angel's face'), explicitly suggesting the person's gender as male."")]",an angel's face,an angel 's face
5,,"Like she had her arm around someone I couldn't see, someone invisible… Only then, as I looked at the bigger picture, did I notice the huge gilt frame that enclosed my grandmother's form.",,female,,,False,False,"original_sentence=""Like she had her arm around someone I couldn't see, someone invisible… Only then, as I looked at the bigger picture, did I notice the huge gilt frame that enclosed my grandmother's form."" physical_attributes=[]",,
6,,I woke with a start–my eyelids popping open wide–and gasped.,,unknown,,,False,False,original_sentence='I woke with a start–my eyelids popping open wide–and gasped.' physical_attributes=[],,
7,1.0,My eyebrows stayed lodged in a worried line over my anxious brown eyes.,anxious brown eyes,unknown,unknown,The attribute describes the person's eyes without providing clear evidence about their gender.,True,False,"original_sentence='My eyebrows stayed lodged in a worried line over my anxious brown eyes.' physical_attributes=[PhysicalAttribute(attribute='anxious brown eyes', gender='unknown', reasoning=""The attribute describes the person's eyes without providing clear evidence about their gender.""), PhysicalAttribute(attribute='worried eyebrows', gender='unknown', reasoning=""The attribute describes the person's eyebrows without providing clear evidence about their gender."")]",anxious brown eyes,anxious brown eyes
7,1.0,My eyebrows stayed lodged in a worried line over my anxious brown eyes.,worried eyebrows,unknown,unknown,The attribute describes the person's eyebrows without providing clear evidence about their gender.,True,True,"original_sentence='My eyebrows stayed lodged in a worried line over my anxious brown eyes.' physical_attributes=[PhysicalAttribute(attribute='anxious brown eyes', gender='unknown', reasoning=""The attribute describes the person's eyes without providing clear evidence about their gender.""), PhysicalAttribute(attribute='worried eyebrows', gender='unknown', reasoning=""The attribute describes the person's eyebrows without providing clear evidence about their gender."")]",worried eyebrows,worried eyebrows
